customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,_quality_score,_original_index,_cleaned_at
14.0,65.0,male,dress,clothing,51.0,new_hampshire,m,violet,spring,4.7,True,debit_card,express,True,True,31.0,paypal,weekly,1.0,13,2026-04-25 09:50:22.623131
15.0,64.0,male,coat,outerwear,53.0,new_york,l,teal,winter,4.7,True,paypal,free_shipping,True,True,34.0,debit_card,weekly,1.0,14,2026-04-25 09:50:22.623131
16.0,64.0,male,skirt,clothing,81.0,rhode_island,m,teal,winter,2.8,True,credit_card,store_pickup,True,True,8.0,paypal,monthly,1.0,15,2026-04-25 09:50:22.623131
17.0,25.0,male,sunglasses,accessories,36.0,alabama,s,gray,spring,4.1,True,venmo,next_day_air,True,True,44.0,debit_card,bi-weekly,1.0,16,2026-04-25 09:50:22.623131
18.0,53.0,male,dress,clothing,38.0,mississippi,xl,lavender,winter,4.7,True,debit_card,2-day_shipping,True,True,36.0,venmo,quarterly,1.0,17,2026-04-25 09:50:22.623131
19.0,52.0,male,sweater,clothing,48.0,montana,s,black,summer,4.6,True,bank_transfer,free_shipping,True,True,17.0,cash,weekly,1.0,18,2026-04-25 09:50:22.623131
20.0,66.0,male,pants,clothing,90.0,rhode_island,m,green,summer,3.3,True,venmo,standard,True,True,46.0,debit_card,bi-weekly,1.0,19,2026-04-25 09:50:22.623131
21.0,21.0,male,pants,clothing,51.0,louisiana,m,black,winter,2.8,True,credit_card,express,True,True,50.0,cash,every_3_months,1.0,20,2026-04-25 09:50:22.623131
22.0,31.0,male,pants,clothing,62.0,north_carolina,m,charcoal,winter,4.1,True,credit_card,store_pickup,True,True,22.0,debit_card,quarterly,1.0,21,2026-04-25 09:50:22.623131
23.0,56.0,male,pants,clothing,37.0,california,m,peach,summer,3.2,True,cash,store_pickup,True,True,32.0,debit_card,annually,1.0,22,2026-04-25 09:50:22.623131
24.0,31.0,male,pants,clothing,88.0,oklahoma,xl,white,winter,4.4,True,credit_card,express,True,True,40.0,credit_card,weekly,1.0,23,2026-04-25 09:50:22.623131
25.0,18.0,male,jacket,outerwear,22.0,florida,m,green,fall,2.9,True,cash,store_pickup,True,True,16.0,debit_card,weekly,1.0,24,2026-04-25 09:50:22.623131
26.0,18.0,male,hoodie,clothing,25.0,texas,m,silver,summer,3.6,True,bank_transfer,express,True,True,14.0,paypal,annually,1.0,25,2026-04-25 09:50:22.623131
27.0,38.0,male,jewelry,accessories,20.0,nevada,m,red,spring,3.6,True,cash,next_day_air,True,True,13.0,credit_card,annually,1.0,26,2026-04-25 09:50:22.623131
28.0,56.0,male,shorts,clothing,56.0,kentucky,l,cyan,summer,5.0,True,debit_card,next_day_air,True,True,7.0,bank_transfer,every_3_months,1.0,27,2026-04-25 09:50:22.623131
29.0,54.0,male,handbag,accessories,94.0,north_carolina,m,gray,fall,4.4,True,debit_card,free_shipping,True,True,41.0,paypal,every_3_months,1.0,28,2026-04-25 09:50:22.623131
30.0,31.0,male,dress,clothing,48.0,wyoming,s,black,fall,4.1,True,venmo,store_pickup,True,True,14.0,credit_card,weekly,1.0,29,2026-04-25 09:50:22.623131
31.0,57.0,male,jewelry,accessories,31.0,north_carolina,l,black,winter,4.7,True,bank_transfer,standard,True,True,16.0,credit_card,monthly,1.0,30,2026-04-25 09:50:22.623131
32.0,33.0,male,dress,clothing,79.0,west_virginia,l,brown,winter,4.7,True,venmo,store_pickup,True,True,45.0,venmo,monthly,1.0,31,2026-04-25 09:50:22.623131
33.0,36.0,male,jacket,outerwear,67.0,kansas,m,silver,summer,4.9,True,bank_transfer,free_shipping,True,True,37.0,venmo,annually,1.0,32,2026-04-25 09:50:22.623131
34.0,54.0,male,pants,clothing,38.0,colorado,l,green,summer,3.3,True,venmo,store_pickup,True,True,45.0,cash,quarterly,1.0,33,2026-04-25 09:50:22.623131
35.0,36.0,male,t-shirt,clothing,91.0,north_dakota,l,violet,spring,4.6,True,debit_card,2-day_shipping,True,True,38.0,paypal,quarterly,1.0,34,2026-04-25 09:50:22.623131
36.0,54.0,male,blouse,clothing,33.0,massachusetts,m,cyan,summer,4.0,True,bank_transfer,2-day_shipping,True,True,48.0,credit_card,bi-weekly,1.0,35,2026-04-25 09:50:22.623131
37.0,35.0,male,t-shirt,clothing,69.0,illinois,m,maroon,winter,4.6,True,cash,free_shipping,True,True,44.0,paypal,fortnightly,1.0,36,2026-04-25 09:50:22.623131
38.0,35.0,male,jeans,clothing,45.0,indiana,s,cyan,summer,2.8,True,debit_card,store_pickup,True,True,10.0,paypal,weekly,1.0,37,2026-04-25 09:50:22.623131
39.0,29.0,male,dress,clothing,37.0,florida,m,red,winter,3.7,True,debit_card,2-day_shipping,True,True,44.0,venmo,every_3_months,1.0,38,2026-04-25 09:50:22.623131
40.0,70.0,male,pants,clothing,60.0,arizona,s,turquoise,summer,4.2,True,bank_transfer,express,True,True,18.0,credit_card,monthly,1.0,39,2026-04-25 09:50:22.623131
41.0,69.0,male,handbag,accessories,76.0,louisiana,l,beige,winter,4.6,True,paypal,next_day_air,True,True,31.0,debit_card,quarterly,1.0,40,2026-04-25 09:50:22.623131
42.0,67.0,male,scarf,accessories,39.0,alaska,m,orange,spring,4.5,True,cash,standard,True,True,40.0,venmo,annually,1.0,41,2026-04-25 09:50:22.623131
43.0,20.0,male,coat,outerwear,100.0,tennessee,m,beige,spring,4.1,True,bank_transfer,free_shipping,True,True,15.0,paypal,annually,1.0,42,2026-04-25 09:50:22.623131
44.0,25.0,male,scarf,accessories,69.0,ohio,l,lavender,fall,3.7,True,paypal,store_pickup,True,True,19.0,paypal,fortnightly,1.0,43,2026-04-25 09:50:22.623131
45.0,39.0,male,hat,accessories,53.0,kentucky,s,silver,summer,4.6,True,bank_transfer,free_shipping,True,True,45.0,paypal,weekly,1.0,44,2026-04-25 09:50:22.623131
46.0,50.0,male,socks,clothing,21.0,tennessee,xl,indigo,fall,2.9,True,venmo,2-day_shipping,True,True,25.0,paypal,annually,1.0,45,2026-04-25 09:50:22.623131
47.0,57.0,male,shirt,clothing,43.0,california,l,white,summer,2.9,True,venmo,store_pickup,True,True,45.0,cash,quarterly,1.0,46,2026-04-25 09:50:22.623131
48.0,55.0,male,jewelry,accessories,54.0,montana,m,charcoal,winter,4.5,True,debit_card,free_shipping,True,True,36.0,cash,weekly,1.0,47,2026-04-25 09:50:22.623131
49.0,42.0,male,shirt,clothing,55.0,nevada,m,orange,summer,2.7,True,debit_card,store_pickup,True,True,38.0,cash,monthly,1.0,48,2026-04-25 09:50:22.623131
50.0,68.0,male,hoodie,clothing,30.0,new_jersey,s,indigo,spring,4.6,True,bank_transfer,next_day_air,True,True,34.0,debit_card,bi-weekly,1.0,49,2026-04-25 09:50:22.623131
51.0,49.0,male,blouse,clothing,28.0,maryland,m,red,spring,3.7,True,cash,store_pickup,True,True,39.0,debit_card,bi-weekly,1.0,50,2026-04-25 09:50:22.623131
52.0,59.0,male,skirt,clothing,59.0,vermont,xl,gray,winter,4.7,True,paypal,2-day_shipping,True,True,7.0,credit_card,quarterly,1.0,51,2026-04-25 09:50:22.623131
53.0,42.0,male,t-shirt,clothing,20.0,alaska,m,green,summer,2.6,True,credit_card,free_shipping,True,True,26.0,credit_card,weekly,1.0,52,2026-04-25 09:50:22.623131
54.0,29.0,male,skirt,clothing,24.0,mississippi,s,peach,winter,3.9,True,debit_card,next_day_air,True,True,35.0,credit_card,weekly,1.0,53,2026-04-25 09:50:22.623131
55.0,47.0,male,coat,outerwear,94.0,new_mexico,m,brown,summer,4.2,True,bank_transfer,next_day_air,True,True,35.0,debit_card,bi-weekly,1.0,54,2026-04-25 09:50:22.623131
56.0,40.0,male,jacket,outerwear,28.0,south_carolina,m,lavender,winter,3.0,True,venmo,2-day_shipping,True,True,49.0,credit_card,annually,1.0,55,2026-04-25 09:50:22.623131
57.0,41.0,male,backpack,accessories,73.0,mississippi,xl,brown,summer,4.7,True,paypal,store_pickup,True,True,46.0,credit_card,weekly,1.0,56,2026-04-25 09:50:22.623131
58.0,21.0,male,coat,outerwear,64.0,west_virginia,m,white,summer,4.4,True,paypal,store_pickup,True,True,17.0,debit_card,fortnightly,1.0,57,2026-04-25 09:50:22.623131
59.0,69.0,male,hoodie,clothing,54.0,missouri,m,charcoal,summer,4.2,True,credit_card,free_shipping,True,True,29.0,venmo,monthly,1.0,58,2026-04-25 09:50:22.623131
60.0,63.0,male,belt,accessories,79.0,louisiana,l,yellow,spring,4.6,True,debit_card,standard,True,True,4.0,debit_card,weekly,1.0,59,2026-04-25 09:50:22.623131
61.0,50.0,male,sweater,clothing,37.0,idaho,l,brown,summer,4.0,True,credit_card,express,True,True,17.0,cash,weekly,1.0,60,2026-04-25 09:50:22.623131
62.0,55.0,male,scarf,accessories,68.0,texas,m,orange,winter,4.7,True,bank_transfer,store_pickup,True,True,21.0,credit_card,every_3_months,1.0,61,2026-04-25 09:50:22.623131
63.0,30.0,male,sneakers,footwear,21.0,mississippi,s,magenta,spring,3.8,True,credit_card,free_shipping,True,True,31.0,credit_card,fortnightly,1.0,62,2026-04-25 09:50:22.623131
64.0,33.0,male,sunglasses,accessories,79.0,arizona,l,lavender,winter,2.7,True,credit_card,2-day_shipping,True,True,43.0,credit_card,weekly,1.0,63,2026-04-25 09:50:22.623131
65.0,65.0,male,boots,footwear,83.0,alabama,s,green,fall,4.8,True,paypal,standard,True,True,18.0,debit_card,fortnightly,1.0,64,2026-04-25 09:50:22.623131
66.0,65.0,male,backpack,accessories,36.0,new_jersey,m,purple,spring,4.8,True,credit_card,2-day_shipping,True,True,44.0,venmo,every_3_months,1.0,65,2026-04-25 09:50:22.623131
67.0,31.0,male,blouse,clothing,94.0,pennsylvania,s,magenta,winter,4.7,True,bank_transfer,2-day_shipping,True,True,3.0,venmo,every_3_months,1.0,66,2026-04-25 09:50:22.623131
68.0,45.0,male,coat,outerwear,33.0,connecticut,l,gray,winter,4.4,True,paypal,store_pickup,True,True,49.0,debit_card,monthly,1.0,67,2026-04-25 09:50:22.623131
69.0,57.0,male,handbag,accessories,46.0,utah,l,silver,summer,3.9,True,credit_card,next_day_air,True,True,21.0,cash,every_3_months,1.0,68,2026-04-25 09:50:22.623131
70.0,48.0,male,belt,accessories,70.0,tennessee,s,cyan,summer,4.4,True,credit_card,express,True,True,5.0,cash,weekly,1.0,69,2026-04-25 09:50:22.623131
71.0,22.0,male,belt,accessories,29.0,alabama,m,magenta,fall,4.2,True,credit_card,express,True,True,32.0,debit_card,every_3_months,1.0,70,2026-04-25 09:50:22.623131
72.0,36.0,male,dress,clothing,48.0,virginia,l,gold,summer,2.9,True,debit_card,express,True,True,34.0,bank_transfer,annually,1.0,71,2026-04-25 09:50:22.623131
73.0,18.0,male,dress,clothing,26.0,georgia,m,olive,winter,2.9,True,debit_card,store_pickup,True,True,21.0,bank_transfer,every_3_months,1.0,72,2026-04-25 09:50:22.623131
74.0,48.0,male,pants,clothing,85.0,hawaii,m,teal,spring,2.7,True,debit_card,free_shipping,True,True,43.0,bank_transfer,bi-weekly,1.0,73,2026-04-25 09:50:22.623131
75.0,49.0,male,gloves,accessories,58.0,indiana,l,violet,spring,4.5,True,paypal,express,True,True,3.0,cash,monthly,1.0,74,2026-04-25 09:50:22.623131
76.0,64.0,male,scarf,accessories,85.0,utah,m,blue,summer,2.7,True,debit_card,free_shipping,True,True,21.0,credit_card,annually,1.0,75,2026-04-25 09:50:22.623131
77.0,50.0,male,hat,accessories,43.0,delaware,s,teal,summer,4.2,True,bank_transfer,free_shipping,True,True,32.0,venmo,monthly,1.0,76,2026-04-25 09:50:22.623131
78.0,22.0,male,dress,clothing,53.0,delaware,l,gold,summer,3.3,True,debit_card,next_day_air,True,True,36.0,debit_card,fortnightly,1.0,77,2026-04-25 09:50:22.623131
79.0,50.0,male,skirt,clothing,91.0,nebraska,m,maroon,spring,4.7,True,venmo,free_shipping,True,True,50.0,venmo,fortnightly,1.0,78,2026-04-25 09:50:22.623131
80.0,38.0,male,jacket,outerwear,96.0,iowa,m,olive,winter,2.6,True,bank_transfer,2-day_shipping,True,True,43.0,bank_transfer,every_3_months,1.0,79,2026-04-25 09:50:22.623131
81.0,19.0,male,sandals,footwear,72.0,new_york,xl,blue,summer,3.3,True,credit_card,store_pickup,True,True,24.0,credit_card,every_3_months,1.0,80,2026-04-25 09:50:22.623131
82.0,67.0,male,shoes,footwear,96.0,virginia,l,maroon,summer,2.6,True,paypal,express,True,True,36.0,credit_card,every_3_months,1.0,81,2026-04-25 09:50:22.623131
83.0,19.0,male,pants,clothing,28.0,georgia,s,olive,spring,4.0,True,bank_transfer,2-day_shipping,True,True,21.0,credit_card,every_3_months,1.0,82,2026-04-25 09:50:22.623131
84.0,36.0,male,dress,clothing,40.0,texas,m,turquoise,summer,4.1,True,debit_card,standard,True,True,34.0,bank_transfer,weekly,1.0,83,2026-04-25 09:50:22.623131
85.0,52.0,male,coat,outerwear,32.0,arizona,s,peach,spring,4.4,True,cash,standard,True,True,42.0,bank_transfer,every_3_months,1.0,84,2026-04-25 09:50:22.623131
86.0,53.0,male,sunglasses,accessories,95.0,new_mexico,m,charcoal,winter,4.5,True,credit_card,next_day_air,True,True,2.0,debit_card,bi-weekly,1.0,85,2026-04-25 09:50:22.623131
87.0,24.0,male,hoodie,clothing,41.0,nevada,l,pink,spring,3.7,True,venmo,2-day_shipping,True,True,47.0,cash,bi-weekly,1.0,86,2026-04-25 09:50:22.623131
88.0,52.0,male,shoes,footwear,53.0,ohio,m,green,fall,3.7,True,debit_card,2-day_shipping,True,True,44.0,debit_card,fortnightly,1.0,87,2026-04-25 09:50:22.623131
89.0,33.0,male,t-shirt,clothing,47.0,wyoming,m,orange,fall,3.5,True,credit_card,free_shipping,True,True,35.0,credit_card,monthly,1.0,88,2026-04-25 09:50:22.623131
90.0,47.0,male,jacket,outerwear,83.0,california,xl,pink,fall,3.6,True,bank_transfer,next_day_air,True,True,15.0,cash,quarterly,1.0,89,2026-04-25 09:50:22.623131
91.0,25.0,male,hat,accessories,48.0,south_carolina,l,violet,summer,2.9,True,venmo,express,True,True,29.0,credit_card,monthly,1.0,90,2026-04-25 09:50:22.623131
92.0,44.0,male,scarf,accessories,99.0,south_carolina,s,green,winter,4.6,True,paypal,standard,True,True,18.0,credit_card,every_3_months,1.0,91,2026-04-25 09:50:22.623131
93.0,61.0,male,jacket,outerwear,87.0,texas,m,olive,winter,4.4,True,cash,2-day_shipping,True,True,13.0,venmo,every_3_months,1.0,92,2026-04-25 09:50:22.623131
94.0,37.0,male,sweater,clothing,62.0,florida,m,purple,fall,4.5,True,paypal,standard,True,True,46.0,credit_card,weekly,1.0,93,2026-04-25 09:50:22.623131
95.0,58.0,male,skirt,clothing,76.0,nevada,s,silver,spring,4.6,True,bank_transfer,free_shipping,True,True,28.0,credit_card,weekly,1.0,94,2026-04-25 09:50:22.623131
96.0,37.0,male,sneakers,footwear,100.0,missouri,l,pink,fall,3.8,True,paypal,free_shipping,True,True,48.0,paypal,monthly,1.0,95,2026-04-25 09:50:22.623131
97.0,32.0,male,gloves,accessories,73.0,delaware,s,gold,spring,3.6,True,venmo,express,True,True,43.0,venmo,every_3_months,1.0,96,2026-04-25 09:50:22.623131
98.0,21.0,male,shoes,footwear,92.0,virginia,m,teal,winter,4.8,True,paypal,store_pickup,True,True,37.0,cash,annually,1.0,97,2026-04-25 09:50:22.623131
99.0,20.0,male,jeans,clothing,67.0,new_york,xl,teal,spring,2.6,True,cash,next_day_air,True,True,20.0,bank_transfer,annually,1.0,98,2026-04-25 09:50:22.623131
100.0,26.0,male,hoodie,clothing,40.0,missouri,xl,indigo,summer,3.7,True,cash,express,True,True,33.0,debit_card,quarterly,1.0,99,2026-04-25 09:50:22.623131
101.0,62.0,male,sunglasses,accessories,98.0,south_dakota,m,maroon,fall,2.7,True,paypal,express,True,True,31.0,cash,fortnightly,1.0,100,2026-04-25 09:50:22.623131
102.0,27.0,male,coat,outerwear,85.0,north_dakota,xl,white,spring,4.6,True,venmo,express,True,True,50.0,credit_card,bi-weekly,1.0,101,2026-04-25 09:50:22.623131
103.0,51.0,male,socks,clothing,67.0,oklahoma,l,violet,winter,4.8,True,credit_card,next_day_air,True,True,35.0,credit_card,quarterly,1.0,102,2026-04-25 09:50:22.623131
104.0,54.0,male,boots,footwear,89.0,west_virginia,l,red,winter,4.0,True,debit_card,next_day_air,True,True,22.0,venmo,bi-weekly,1.0,103,2026-04-25 09:50:22.623131
105.0,55.0,male,sunglasses,accessories,24.0,new_hampshire,l,pink,spring,4.4,True,bank_transfer,2-day_shipping,True,True,1.0,paypal,monthly,1.0,104,2026-04-25 09:50:22.623131
106.0,69.0,male,backpack,accessories,96.0,new_york,m,charcoal,fall,3.6,True,bank_transfer,next_day_air,True,True,4.0,bank_transfer,annually,1.0,105,2026-04-25 09:50:22.623131
107.0,64.0,male,jacket,outerwear,35.0,minnesota,l,white,summer,3.7,True,cash,standard,True,True,31.0,credit_card,monthly,1.0,106,2026-04-25 09:50:22.623131
108.0,28.0,male,sneakers,footwear,67.0,maryland,l,olive,winter,3.1,True,cash,next_day_air,True,True,46.0,paypal,fortnightly,1.0,107,2026-04-25 09:50:22.623131
109.0,70.0,male,socks,clothing,79.0,montana,l,purple,spring,3.4,True,bank_transfer,next_day_air,True,True,32.0,bank_transfer,bi-weekly,1.0,108,2026-04-25 09:50:22.623131
110.0,58.0,male,t-shirt,clothing,85.0,alabama,m,violet,spring,2.6,True,cash,next_day_air,True,True,43.0,bank_transfer,fortnightly,1.0,109,2026-04-25 09:50:22.623131
111.0,56.0,male,backpack,accessories,26.0,new_york,m,black,summer,4.0,True,bank_transfer,standard,True,True,26.0,venmo,fortnightly,1.0,110,2026-04-25 09:50:22.623131
112.0,26.0,male,belt,accessories,75.0,massachusetts,l,purple,summer,5.0,True,paypal,free_shipping,True,True,9.0,credit_card,annually,1.0,111,2026-04-25 09:50:22.623131
113.0,37.0,male,gloves,accessories,65.0,florida,m,red,spring,4.3,True,credit_card,free_shipping,True,True,28.0,paypal,bi-weekly,1.0,112,2026-04-25 09:50:22.623131
114.0,44.0,male,hat,accessories,54.0,new_jersey,l,maroon,winter,3.1,True,debit_card,next_day_air,True,True,20.0,paypal,quarterly,1.0,113,2026-04-25 09:50:22.623131
115.0,70.0,male,coat,outerwear,95.0,massachusetts,s,blue,summer,3.7,True,venmo,store_pickup,True,True,9.0,cash,weekly,1.0,114,2026-04-25 09:50:22.623131
116.0,53.0,male,skirt,clothing,94.0,wyoming,m,gray,spring,3.8,True,cash,standard,True,True,48.0,debit_card,every_3_months,1.0,115,2026-04-25 09:50:22.623131
117.0,55.0,male,shoes,footwear,86.0,virginia,s,blue,spring,3.4,True,paypal,free_shipping,True,True,12.0,venmo,annually,1.0,116,2026-04-25 09:50:22.623131
118.0,50.0,male,sandals,footwear,32.0,south_dakota,l,yellow,summer,4.6,True,bank_transfer,express,True,True,29.0,cash,fortnightly,1.0,117,2026-04-25 09:50:22.623131
119.0,50.0,male,sweater,clothing,45.0,kentucky,l,orange,fall,4.8,True,bank_transfer,2-day_shipping,True,True,27.0,cash,bi-weekly,1.0,118,2026-04-25 09:50:22.623131
120.0,38.0,male,coat,outerwear,76.0,wyoming,m,orange,fall,4.3,True,debit_card,express,True,True,44.0,cash,annually,1.0,119,2026-04-25 09:50:22.623131
121.0,64.0,male,hat,accessories,84.0,west_virginia,l,red,summer,4.0,True,paypal,express,True,True,32.0,bank_transfer,annually,1.0,120,2026-04-25 09:50:22.623131
122.0,19.0,male,shorts,clothing,72.0,virginia,m,olive,winter,4.2,True,cash,standard,True,True,11.0,cash,fortnightly,1.0,121,2026-04-25 09:50:22.623131
123.0,40.0,male,backpack,accessories,40.0,washington,l,brown,spring,4.8,True,credit_card,2-day_shipping,True,True,44.0,cash,fortnightly,1.0,122,2026-04-25 09:50:22.623131
124.0,57.0,male,sweater,clothing,89.0,louisiana,l,brown,fall,3.1,True,debit_card,free_shipping,True,True,46.0,cash,weekly,1.0,123,2026-04-25 09:50:22.623131
125.0,44.0,male,sweater,clothing,86.0,nevada,m,gray,spring,3.1,True,paypal,next_day_air,True,True,50.0,paypal,annually,1.0,124,2026-04-25 09:50:22.623131
126.0,49.0,male,shorts,clothing,54.0,california,m,indigo,winter,3.6,True,cash,next_day_air,True,True,45.0,venmo,every_3_months,1.0,125,2026-04-25 09:50:22.623131
127.0,43.0,male,shorts,clothing,36.0,mississippi,l,pink,spring,3.9,True,bank_transfer,store_pickup,True,True,48.0,cash,every_3_months,1.0,126,2026-04-25 09:50:22.623131
128.0,24.0,male,sweater,clothing,89.0,mississippi,m,gray,winter,4.8,True,venmo,next_day_air,True,True,26.0,credit_card,weekly,1.0,127,2026-04-25 09:50:22.623131
129.0,20.0,male,scarf,accessories,32.0,california,m,gold,spring,4.7,True,venmo,standard,True,True,21.0,credit_card,fortnightly,1.0,128,2026-04-25 09:50:22.623131
130.0,24.0,male,dress,clothing,67.0,pennsylvania,xl,olive,summer,4.2,True,cash,2-day_shipping,True,True,49.0,paypal,bi-weekly,1.0,129,2026-04-25 09:50:22.623131
131.0,44.0,male,scarf,accessories,39.0,kentucky,l,violet,fall,3.7,True,credit_card,next_day_air,True,True,13.0,paypal,fortnightly,1.0,130,2026-04-25 09:50:22.623131
132.0,28.0,male,skirt,clothing,29.0,maine,l,indigo,summer,3.9,True,paypal,standard,True,True,46.0,credit_card,weekly,1.0,131,2026-04-25 09:50:22.623131
133.0,30.0,male,backpack,accessories,58.0,new_mexico,m,orange,fall,4.7,True,bank_transfer,2-day_shipping,True,True,42.0,paypal,weekly,1.0,132,2026-04-25 09:50:22.623131
134.0,52.0,male,sweater,clothing,65.0,montana,m,violet,winter,2.5,True,bank_transfer,next_day_air,True,True,25.0,venmo,annually,1.0,133,2026-04-25 09:50:22.623131
135.0,43.0,male,hat,accessories,94.0,texas,l,gray,fall,4.9,True,credit_card,store_pickup,True,True,25.0,cash,monthly,1.0,134,2026-04-25 09:50:22.623131
136.0,43.0,male,sandals,footwear,81.0,kansas,m,purple,fall,4.1,True,paypal,express,True,True,12.0,paypal,quarterly,1.0,135,2026-04-25 09:50:22.623131
137.0,39.0,male,blouse,clothing,86.0,south_carolina,m,white,winter,3.3,True,credit_card,free_shipping,True,True,4.0,debit_card,quarterly,1.0,136,2026-04-25 09:50:22.623131
138.0,68.0,male,sneakers,footwear,43.0,colorado,m,turquoise,spring,4.7,True,cash,free_shipping,True,True,38.0,paypal,weekly,1.0,137,2026-04-25 09:50:22.623131
139.0,68.0,male,skirt,clothing,29.0,georgia,m,maroon,winter,4.4,True,cash,store_pickup,True,True,42.0,bank_transfer,weekly,1.0,138,2026-04-25 09:50:22.623131
140.0,49.0,male,coat,outerwear,95.0,florida,m,white,fall,3.8,True,debit_card,store_pickup,True,True,30.0,venmo,annually,1.0,139,2026-04-25 09:50:22.623131
141.0,63.0,male,shirt,clothing,28.0,north_carolina,l,yellow,fall,3.9,True,bank_transfer,2-day_shipping,True,True,50.0,credit_card,weekly,1.0,140,2026-04-25 09:50:22.623131
142.0,56.0,male,gloves,accessories,46.0,virginia,m,turquoise,fall,4.9,True,paypal,free_shipping,True,True,45.0,paypal,weekly,1.0,141,2026-04-25 09:50:22.623131
143.0,37.0,male,jacket,outerwear,58.0,nebraska,l,violet,fall,3.1,True,paypal,free_shipping,True,True,33.0,credit_card,fortnightly,1.0,142,2026-04-25 09:50:22.623131
144.0,30.0,male,coat,outerwear,48.0,missouri,m,beige,fall,2.7,True,bank_transfer,store_pickup,True,True,25.0,paypal,quarterly,1.0,143,2026-04-25 09:50:22.623131
145.0,19.0,male,shoes,footwear,43.0,new_jersey,m,silver,fall,3.2,True,credit_card,express,True,True,25.0,cash,monthly,1.0,144,2026-04-25 09:50:22.623131
146.0,24.0,male,jewelry,accessories,95.0,missouri,m,teal,fall,4.5,True,venmo,standard,True,True,44.0,debit_card,quarterly,1.0,145,2026-04-25 09:50:22.623131
147.0,52.0,male,skirt,clothing,30.0,colorado,s,black,fall,4.0,True,debit_card,standard,True,True,21.0,venmo,fortnightly,1.0,146,2026-04-25 09:50:22.623131
148.0,63.0,male,shoes,footwear,64.0,idaho,m,purple,summer,3.5,True,bank_transfer,2-day_shipping,True,True,31.0,bank_transfer,fortnightly,1.0,147,2026-04-25 09:50:22.623131
149.0,37.0,male,gloves,accessories,90.0,wyoming,m,gray,fall,2.6,True,paypal,store_pickup,True,True,47.0,debit_card,annually,1.0,148,2026-04-25 09:50:22.623131
150.0,38.0,male,pants,clothing,76.0,delaware,m,white,summer,3.2,True,venmo,free_shipping,True,True,14.0,paypal,monthly,1.0,149,2026-04-25 09:50:22.623131
151.0,35.0,male,boots,footwear,96.0,california,l,cyan,fall,4.9,True,bank_transfer,standard,True,True,17.0,debit_card,every_3_months,1.0,150,2026-04-25 09:50:22.623131
152.0,28.0,male,sunglasses,accessories,47.0,north_dakota,l,turquoise,fall,4.5,True,debit_card,next_day_air,True,True,3.0,venmo,annually,1.0,151,2026-04-25 09:50:22.623131
